Id,Probability
380,0.036551405
381,0.0023146272
382,0.0033761342
383,0.069166385
384,0.29200032
385,0.011501777
386,0.002850678
387,0.0056693703
388,0.03386974
389,0.0036795961
390,0.021450033
391,0.0012469753
392,0.0056148954
393,0.008781736
394,0.5595261
395,0.0026757545
396,0.0019588722
397,0.017387938
398,0.6784314
399,0.039616738
400,0.0052423514
401,0.047493823
402,0.001147224
403,0.014805051
404,0.00089440343
405,0.9682311
406,0.9309781
407,0.002525517
408,0.10500485
409,0.036005005
410,0.027402028
411,0.0017656107
412,0.025359064
413,0.050226267
414,0.005606946
415,0.005286795
416,0.11385919
417,0.7187983
418,0.022681959
419,0.0056181317
420,0.008608631
421,0.007223347
422,0.0031293987
423,0.017229918
424,0.0025427747
425,0.0027693966
426,0.0046723173
427,0.0069983224
428,0.0030151932
429,0.26900268
430,0.011064415
431,0.47805604
432,0.0005134952
433,0.0016004911
434,0.013538528
435,0.04919871
436,0.036483575
437,0.0111551955
438,0.047538318
439,0.0016543075
440,0.03391802
441,0.0025716128
442,0.008446406
443,0.020397484
444,0.0031213923
445,0.048802134
446,0.2674641
447,0.0038610413
448,0.023914171
449,0.018205492
450,0.00041526687
451,0.004262853
452,0.0011286997
453,0.1353862
454,0.002126872
455,0.16666944
456,0.010127333
457,0.010439064
458,0.014082092
459,0.18687269
460,0.0033966282
461,0.006687917
462,0.22132483
463,0.015634738
464,0.020949721
465,0.015356745
466,0.003969805
467,0.0042677093
468,0.006974742
469,0.0021946535
470,0.28243515
471,0.00052149507
472,0.0065045655
473,0.46074075
474,0.010824221
475,0.05227986
476,0.007694562
477,0.0010309584
478,0.0069959103
479,0.017930355
480,0.028565982
481,0.14925562
482,0.00809329
483,0.0129124
484,0.13650595
485,0.0009930236
486,0.9235972
487,0.044093728
488,0.045644566
489,0.02589682
490,0.05417468
491,0.018670384
492,0.011902897
493,0.7019026
494,0.0012746705
495,0.45798668
496,0.0034546477
497,0.0015794805
498,0.0069901557
499,0.017776059
500,0.30367014
501,0.016797306
502,0.021681482
503,0.009148971
504,0.0035535793
505,0.0026617607
506,0.028378014
507,0.003138893
508,0.0021774066
509,0.0030383882
510,0.087979496
511,0.019911772
512,0.07671475
513,0.041005243
514,0.08580316
515,0.0040025623
516,0.3499252
517,0.0021455195
518,0.0011671836
519,0.000426482
520,0.05201573
521,0.004348491
522,0.000872311
523,0.07292314
524,0.049061153
525,0.007270015
526,0.35832247
527,0.5338295
528,0.0039269547
529,0.13876407
530,0.016921671
531,0.006186329
532,0.012039166
533,0.00970585
534,0.0017986549
535,0.047961857
536,0.0009494667
537,0.0054567875
538,0.01888327
539,0.0052005956
540,0.01835892
541,0.00919879
542,0.041234102
543,0.03557161
544,0.38678604
545,0.04225112
546,0.012555676
547,0.1631623
548,0.06314326
549,0.003145897
550,0.20368649
551,0.89521044
552,0.006541393
553,0.008498846
554,0.0014507336
555,0.22190802
556,0.009724632
557,0.029303692
558,0.1462723
559,0.082341515
560,0.0052727037
561,0.0012364751
562,0.0104238605
563,0.0877691
564,0.017985428
565,0.10259038
566,0.00039164975
567,0.0058018332
568,0.002334273
569,0.33077693
570,0.008868555
571,0.08739634
572,0.029535292
573,0.02518902
574,0.120452486
575,0.04019995
576,0.00034271923
577,0.53958
578,0.0029003404
579,0.13625143
580,0.0025335792
581,0.004304596
582,0.0015531295
583,0.0018822559
584,0.060564376
585,0.009201211
586,0.0033225825
587,0.019685674
588,0.01728138
589,0.008027084
590,0.019196762
591,0.20189182
592,0.00450881
593,0.015739297
594,0.016472656
595,0.52412754
596,0.018301576
597,0.006341367
598,0.0067932806
599,0.006266929
600,0.0016646881
601,0.011167126
602,0.06510479
603,0.013416541
604,0.08601956
605,0.1257207
606,0.0038473618
607,0.052953683
608,0.032951597
609,0.2857424
610,0.005396586
611,0.0027741664
612,0.00763884
613,0.0011216801
614,0.010144815
615,0.0054011745
616,0.00435082
617,0.18871975
618,0.005310046
619,0.030139066
620,0.009598032
621,0.00049110403
622,0.03900178
623,0.14132258
624,0.003450269
625,0.5545999
626,0.93462574
627,0.116153866
628,0.006717349
629,0.0097685605
630,0.47259045
631,0.002502674
632,0.029913442
633,0.008410897
634,0.17483948
635,0.12065583
636,0.00095978443
637,0.0024475814
638,0.00061585533
639,0.052025817
640,0.004150834
641,0.0015312765
642,0.78792596
643,0.026773624
644,0.8519435
645,0.05635556
646,0.54939127
647,0.024949856
648,0.1183901
649,0.0006134719
650,0.015558035
651,0.45076293
652,0.0019476652
653,0.03380426
654,0.3384653
655,0.0053772153
656,0.05162031
657,0.067876175
658,0.012856303
659,0.07200139
660,0.2874336
661,0.024492064
662,0.6587638
663,0.09781685
664,0.052950762
665,0.87144464
666,0.0031503309
667,0.0072702286
668,0.2468936
669,0.95204216
670,0.01014469
671,0.0045636175
672,0.15535034
673,0.058956977
674,0.0051856744
675,0.7722092
676,0.98321784
677,0.022994343
678,0.005461002
679,0.0049433373
680,0.15772475
681,0.036962096
682,0.0121965
683,0.033479456
684,0.008209538
685,0.07492779
686,0.0020371007
687,0.0017295198
688,0.004265813
689,0.30117062
690,0.0067521143
691,0.0034965868
692,0.8618834
693,0.028271476
694,0.08637571
695,0.08445912
696,0.0011144085
697,0.0010347354
698,0.12987442
699,0.21830648
700,0.00909367
701,0.0013540721
702,0.50708973
703,0.037486687
704,0.78731775
705,0.005528586
706,0.0124527905
707,0.014640758
708,0.010376027
709,0.008103805
710,0.02305593
711,0.037170876
712,0.2575325
713,0.006953571
714,0.0023851322
715,0.007128212
716,0.17305253
717,0.002451234
718,0.07192673
719,0.0388427
720,0.0018426848
721,0.0012060262
722,0.004167493
723,0.081987694
724,0.00057015807
725,0.12946522
726,0.002078286
727,0.004825536
728,0.006231622
729,0.4156599
730,0.5035366
731,0.037760608
732,0.026362035
733,0.0012378125
734,0.0012074278
735,0.32400945
736,0.00482708
737,0.16948716
738,0.111935675
739,0.012680229
740,0.0014124002
741,0.0060885497
742,0.000599551
743,0.13489717
744,0.003528106
745,0.005764167
746,0.01006612
747,0.0039358335
748,0.0081207175
749,0.027400533
750,0.024057673
751,0.19435753
752,0.00020152288
753,0.004617637
754,0.0007335858
755,0.017664203
756,0.017318076
757,0.087635875
758,0.022518782
759,0.0027584564
760,0.012267029
761,0.010327241
762,0.026286436
763,0.05758222
764,0.0022630363
765,0.02428757
766,0.018511493
767,0.004341741
768,0.1991048
769,0.0023335868
770,0.6235723
771,0.0040756445
772,0.3402542
773,0.4627489
774,0.0011553636
775,0.053306103
776,0.006641009
777,0.7740036
778,0.0012790931
779,0.0024395892
780,0.86427665
781,0.06599325
782,0.032662082
783,0.0065684146
784,0.051154487
785,0.00688709
786,0.7206665
787,0.0028936807
788,0.041735463
789,0.4194829
790,0.31479457
791,0.046874806
792,0.5037988
793,0.013651312
794,0.013669951
795,0.20837882
796,0.0036003378
797,0.062391803
798,0.013200778
799,0.7615051
800,0.0018782021
801,0.009644354
802,0.051389318
803,0.07290838
804,0.0060706763
805,0.81756175
806,0.069651745
807,0.00069925154
808,0.014401045
809,0.0065395036
810,0.022090593
811,0.05716915
812,0.030507363
813,0.0453741
814,0.020347413
815,0.19245008
816,0.009285701
817,0.004348439
818,0.5339491
819,0.0005302396
820,0.074480236
821,0.007080182
822,0.3165795
823,0.004194487
824,0.005964429
825,0.01886504
826,0.027837913
827,0.0274655
828,0.022011494
829,0.0016441027
830,0.014554293
831,0.33640358
832,0.0643244
833,0.18759218
834,0.0047579627
835,0.0142333545
836,0.07878101
837,0.31771758
838,0.18915305
839,0.049402572
840,0.5252425
841,0.12490096
842,0.16202955
843,0.08195792
844,0.018530453
845,0.8830829
846,0.79684603
847,0.019970644
848,0.005132141
849,0.2440395
850,0.058699157
851,0.0061677117
852,0.011701173
853,0.4636628
854,0.044898782
855,0.0022394112
856,0.05233776
857,0.047066186
858,0.017758975
859,0.00042426796
860,0.012129125
861,0.9456991
862,0.00058529415
863,0.032509148
864,0.010933264
865,0.002369954
866,0.00077326334
867,0.0002171043
868,0.16392113
869,0.05618353
870,0.0037225115
871,0.0021614959
872,0.024481254
873,0.0042851917
874,0.006212822
875,0.005359291
876,0.00781326
877,0.018666925
878,0.013514573
879,0.0008598579
880,0.047702678
881,0.020416526
882,0.016717993
883,0.02403221
884,0.025944564
885,0.0007453344
886,0.021586506
887,0.038807593
888,0.8988615
889,0.014996592
890,0.02122421
891,0.02440398
892,0.0009626967
893,0.8602164
894,0.98629785
895,0.0037536996
896,0.014037079
897,0.40297574
898,0.0024068444
899,0.024373166
900,0.00097589195
901,0.03871264
902,0.0083849
903,0.026221346
904,0.0007300464
905,0.0009283128
906,0.001680964
907,0.038298704
908,0.15143062
909,0.05818852
910,0.016961029
911,0.03555351
912,0.02781022
913,0.0020316686
914,0.0033179435
915,0.34471834
916,0.010199942
917,0.004147352
918,0.0017526328
919,0.08761039
920,0.0062213778
921,0.13663721
922,0.12740006
923,0.017197102
924,0.02149342
925,0.013305258
926,0.21957946
927,0.0498566
928,0.037362475
929,0.079197876
930,0.58343846
931,0.34511903
932,0.02744066
933,0.017321697
934,0.028845262
935,0.0011967426
936,0.003956277
937,0.0026129307
938,0.005066597
939,0.06071783
940,0.0018265203
941,0.04792858
942,0.024126498
943,0.029384537
944,0.20481904
945,0.012820659
946,0.005318712
947,0.3746433
948,0.010478995
949,0.07572805
950,0.0013742258
951,0.0011834714
952,0.044774305
953,0.019361932
954,0.00083429134
955,0.10800702
956,0.09040516
957,0.0011169321
958,0.00726132
959,0.037172623
960,0.032839485
961,0.044686083
962,0.0016619271
963,0.0010486386
964,0.014588322
965,0.001819853
966,0.06172418
967,0.071624085
968,0.0018862996
969,0.70783144
970,0.15285343
971,0.002893044
972,0.6406861
973,0.0043972665
974,0.35930172
975,0.010106717
976,0.06061809
977,0.04774284
978,0.0057780026
979,0.0072836457
980,0.9475213
981,0.0026345167
982,0.0033862025
983,0.005203381
984,0.020686816
985,0.027715875
986,0.7061939
987,0.0010603757
988,0.0021812464
989,0.09067738
990,0.048616037
991,0.020653635
992,0.0004129435
993,0.0010333237
994,0.16166241
995,0.003282958
996,0.64653814
997,0.0008774987
998,0.007193747
999,0.0131517155
1000,0.007519732
1001,0.0010107206
1002,0.64048296
1003,0.002422311
1004,0.005507187
1005,0.007665635
1006,0.004612286
1007,0.019497316
1008,0.014897116
1009,0.020662714
1010,0.0027330702
1011,0.028884968
1012,0.007644673
1013,0.02372285
1014,0.1909449
1015,0.003270165
1016,0.04267577
1017,0.002702965
1018,0.7377308
1019,0.13061441
1020,0.0014348412
1021,0.12929523
1022,0.022931218
1023,0.0052184397
1024,0.53960234
1025,0.041070573
1026,0.0018580582
1027,0.0075966935
1028,0.024253406
1029,0.01916403
1030,0.0049688444
1031,0.002641683
1032,0.14036714
1033,0.041274108
1034,0.0042654793
1035,0.0005854914
1036,0.003523159
1037,0.0055907993
1038,0.0010348472
1039,0.005628906
1040,0.00051715365
1041,0.032955706
1042,0.67628443
1043,0.0032523754
1044,0.043583583
1045,0.009182086
1046,0.0038063868
1047,0.0024571773
1048,0.009348305
1049,0.0007149033
1050,0.010699197
1051,0.08769739
1052,0.019542387
1053,0.050794054
1054,0.00046393237
1055,0.023000713
1056,0.0007809983
1057,0.00046815892
1058,0.055667527
1059,0.012877718
1060,0.113014355
1061,0.042186506
1062,0.0061746277
1063,0.005104727
1064,0.0068537383
1065,0.57918304
1066,0.0062810713
1067,0.004832503
1068,0.026732143
1069,0.013502614
1070,0.005595929
1071,0.007615723
1072,0.016843263
1073,0.7968843
1074,0.0010038074
1075,0.056067593
1076,0.045649678
1077,0.032412928
1078,0.0076502603
1079,0.051736075
1080,0.00953003
1081,0.0036275748
1082,0.14020704
1083,0.00077884714
1084,0.0078799715
1085,0.0062485687
1086,0.0050500096
1087,0.0029327841
1088,0.034560513
1089,0.8156568
1090,0.0011887273
1091,0.002725886
1092,0.001761369
1093,0.02067554
1094,0.004444405
1095,0.5881032
1096,0.02269875
1097,0.008351671
1098,0.11667381
1099,0.08606671
1100,0.13747904
1101,0.0019656743
1102,0.0025614323
1103,0.032837637
1104,0.0022797675
1105,0.54123294
1106,0.008079562
1107,0.029246315
1108,0.23919563
1109,0.14030002
1110,0.014355681
1111,0.0059259743
1112,0.0035637328
1113,0.024955908
1114,0.2961745
1115,0.005759992
1116,0.004103398
1117,0.0223044
1118,0.7431545
1119,0.0005332134
1120,0.014203104
1121,0.001872183
1122,0.0023464186
1123,0.028853793
1124,0.017413082
1125,0.0039180173
1126,0.29981446
1127,0.010921101
1128,0.56509364
1129,0.063158676
1130,0.0020293815
1131,0.0021607114
1132,0.90714675
1133,0.0794117
1134,0.04848176
1135,0.7115912
1136,0.008279996
1137,0.04771208
1138,0.0039361175
1139,0.075744584
1140,0.0012535553
1141,0.0075853816
1142,0.013056128
1143,0.08142025
1144,0.34354994
1145,0.0038178985
1146,0.091906905
1147,0.016964192
1148,0.003379449
1149,0.021403352
1150,0.016548876
1151,0.014503013
1152,0.05588066
1153,0.0042314045
1154,0.014171953
1155,0.024942493
1156,0.011694905
1157,0.6383903
1158,0.9011447
1159,0.01525915
1160,0.004479781
1161,0.35102114
1162,0.0099004
1163,0.017474959
1164,0.03709832
1165,0.18999416
1166,0.023157446
1167,0.47013792
1168,0.22652031
1169,0.0016272097
1170,0.0024664563
1171,0.7100681
1172,0.010987316
1173,0.04105741
1174,0.021227514
1175,0.12921649
1176,0.57992697
1177,0.8348461
1178,0.14997086
1179,0.009809308
1180,0.5275366
1181,0.7957951
1182,0.051260576
1183,0.06541683
1184,0.03937102
1185,0.015829664
1186,0.41779795
1187,0.048562504
1188,0.9065999
1189,0.04621592
1190,0.0009743687
1191,0.37786666
1192,0.0015022283
1193,0.96613073
1194,0.11213639
1195,0.35762337
1196,0.0023962408
1197,0.003027291
1198,0.008118743
1199,0.4715458
1200,0.008978671
1201,0.037363272
1202,0.003763375
1203,0.0014944451
1204,0.003226532
1205,0.0018749054
1206,0.0033267727
1207,0.92775863
1208,0.0076937582
1209,0.70483625
1210,0.0013675987
1211,0.041494757
1212,0.02845006
1213,0.0002612344
1214,0.0014416223
1215,0.976483
1216,0.037113808
1217,0.19183989
1218,0.0022728269
1219,0.054226726
1220,0.020551637
1221,0.18451616
1222,0.20999226
1223,0.13499525
1224,0.013807041
1225,0.13729993
1226,0.0015758924
1227,0.0020604548
1228,0.028480206
1229,0.71219116
1230,0.8899383
1231,0.025263317
1232,0.33117828
1233,0.011742287
1234,0.9440688
1235,0.97556216
1236,0.0013635637
1237,0.054926585
1238,0.722732
1239,0.0033587993
1240,0.013408282
1241,0.001379325
1242,0.0051233037
1243,0.006873152
1244,0.012876428
1245,0.01821142
1246,0.2528671
1247,0.017562982
1248,0.00092404743
1249,0.24725272
1250,0.0094770165
1251,0.46306032
1252,0.15729438
1253,0.008919334
1254,0.04041602
1255,0.17175964
1256,0.036271017
1257,0.03744098
1258,0.03662514
1259,0.0020153373
1260,0.15211113
1261,0.017053293
1262,0.11566311
1263,0.16753122
1264,0.04852885
1265,0.0020868152
1266,0.035271898
1267,0.0334785
1268,0.10453239
1269,0.026655488
1270,0.01754406
1271,0.0047886386
1272,0.355093
1273,0.09961092
1274,0.27377424
1275,0.044461418
1276,0.904429
1277,0.060293872
1278,0.51814395
1279,0.1890211
1280,0.0008957727
1281,0.8613404
1282,0.0037652028
1283,0.045476373
1284,0.0333314
1285,0.0043825945
1286,0.019343946
1287,0.0011580858
1288,0.12453728
1289,0.027397472
1290,0.015508473
1291,0.02812731
1292,0.5563573
1293,0.03748838
1294,0.8690082
1295,0.0045577036
1296,0.0051327376
1297,0.05241849
1298,0.0047059464
1299,0.008320431
1300,0.124060325
1301,0.0032204923
1302,0.045530304
1303,0.72156584
1304,0.0738285
1305,0.005833395
1306,0.0005761791
1307,0.6255047
1308,0.001319264
1309,0.03064874
1310,0.015864342
1311,0.0004916994
1312,0.0064878054
1313,0.32617658
1314,0.008593477
1315,0.031835992
1316,0.0048157135
1317,0.95439696
1318,0.034906212
1319,0.025710488
1320,0.001809788
1321,0.004693389
1322,0.11246804
1323,0.12560613
1324,0.06294898
1325,0.061974443
1326,0.0061053815
1327,0.007167843
1328,0.03785778
1329,0.19478273
1330,0.0035504552
1331,0.024291938
1332,0.007828878
1333,0.015359635
1334,0.025840644
1335,0.055788115
1336,0.10681313
1337,0.010449489
1338,0.040477194
1339,0.50214535
1340,0.004671621
1341,0.0012260783
1342,0.02041304
1343,0.012232152
1344,0.073614985
1345,0.0026135363
1346,0.008165145
1347,0.013418796
1348,0.026369592
1349,0.03100242
1350,0.029019019
1351,0.015891515
1352,0.04386777
1353,0.011417231
1354,0.003370312
1355,0.040615484
1356,0.00895898
1357,0.067866825
1358,0.027764868
1359,0.005506325
1360,0.0036237803
1361,0.24608748
1362,0.0021851968
1363,0.016900925
1364,0.036781706
1365,0.008763206
1366,0.011544663
1367,0.02510855
1368,0.03479061
1369,0.96583444
1370,0.00060205534
1371,0.20108901
1372,0.0139246555
1373,0.009691323
1374,0.13691574
1375,0.07573639
1376,0.0022586465
1377,0.21099094
1378,0.024233986
1379,0.03354716
1380,0.0011717377
1381,0.059322637
1382,0.01953365
1383,0.0066482606
1384,0.00026324636
1385,0.012579114
1386,0.0014745635
1387,0.11758893
1388,0.02736544
1389,0.03425203
1390,0.012366045
1391,0.018552512
1392,0.0042998535
1393,0.019829258
1394,0.067434646
1395,0.0063587334
1396,0.010589107
1397,0.06688322
1398,0.005878159
1399,0.091144614
1400,0.0023084537
1401,0.02248615
1402,0.001842085
1403,0.0018003484
1404,0.037570648
1405,0.0015989549
1406,0.008570951
1407,0.15461795
1408,0.009222868
1409,0.023873724
1410,0.009109418
1411,0.0004066636
1412,0.00093331066
1413,0.0077952044
1414,0.00913209
1415,0.021706086
1416,0.009726207
1417,0.021678807
1418,0.0022045246
1419,0.94894826
1420,0.09802674
1421,0.09978491
1422,0.37997267
1423,0.0015677328
1424,0.23994873
1425,0.0007871767
1426,0.013090915
1427,0.038993686
1428,0.002875492
1429,0.016062869
1430,0.004749602
1431,0.17416605
1432,0.011051889
1433,0.27784428
1434,0.094568774
1435,0.009586571
1436,0.9176693
1437,0.019423371
1438,0.010738379
1439,0.007649978
1440,0.8931919
1441,0.0045874487
1442,0.004146478
1443,0.0010838567
1444,0.032519635
1445,0.006578531
1446,0.7678594
1447,0.056525704
1448,0.060636517
1449,0.017090475
1450,0.0017580588
1451,0.004464057
1452,0.0018461515
1453,0.01671894
1454,0.007419915
1455,0.010031213
1456,0.800719
1457,0.004609817
1458,0.002169023
1459,0.0051360135
1460,0.009653827
1461,0.011270595
1462,0.03924726
1463,0.07402222
1464,0.0043552346
1465,0.0054815877
1466,0.02311598
1467,0.07026007
1468,0.001491699
1469,0.11850327
1470,0.0027402968
1471,0.7945618
1472,0.0037560954
1473,0.023362353
1474,0.0055846157
1475,0.7920409
1476,0.36024207
1477,0.003057257
1478,0.006245262
1479,0.1258981
1480,0.00666446
1481,0.005147629
1482,0.003571337
1483,0.0024829202
1484,0.0121088475
1485,0.81107515
1486,0.8515328
1487,0.019139374
1488,0.013410881
1489,0.036662895
1490,0.014066397
1491,0.0026989563
1492,0.024764722
1493,0.017412625
1494,0.008830979
1495,0.21712106
1496,0.010722171
1497,0.0003987542
1498,0.25798714
1499,0.46096703
1500,0.007092236
1501,0.08877502
1502,0.03338571
1503,0.16660094
1504,0.086898915
1505,0.0004035837
1506,0.016509825
1507,0.033905365
1508,0.0050222315
1509,0.058417927
1510,0.018504784
1511,0.0023359293
1512,0.042516377
1513,0.009953476
1514,0.0470882
1515,0.010147377
1516,0.0010403051
1517,0.36169663
1518,0.05696405
1519,0.0041002873
1520,0.110426016
1521,0.013114925
1522,0.15425001
1523,0.10503994
1524,0.0005163001
1525,0.029819114
1526,0.16313082
1527,0.034161724
1528,0.011007558
1529,0.013966896
1530,0.04515512
1531,0.038141415
1532,0.012241956
1533,0.7728126
1534,0.022947682
1535,0.0005736183
1536,0.002434097
1537,0.8953028
1538,0.0151541885
1539,0.0038989072
1540,0.0057472484
1541,0.66261786
1542,0.008716459
1543,0.015440817
1544,0.009138396
1545,0.005934227
1546,0.0012124066
1547,0.03985836
1548,0.010589002
1549,0.14904673
1550,0.0024951
1551,0.041949462
1552,0.012701762
1553,0.18867937
1554,0.012981282
1555,0.90537703
1556,0.020123998
1557,0.0010359412
1558,0.9194414
1559,0.043558177
1560,0.059475828
1561,0.006647316
1562,0.0048123733
1563,0.6196957
1564,0.0035646847
1565,0.0076810517
1566,0.0041002114
1567,0.007948079
1568,0.0015088962
1569,0.01418615
1570,0.27474287
1571,0.0050904397
1572,0.02943944
1573,0.08990384
1574,0.0019973132
1575,0.06339102
1576,0.02940142
1577,0.0008201075
1578,0.0045355116
1579,0.04290179
1580,0.0023178249
1581,0.0007620147
1582,0.04289404
1583,0.037368864
1584,0.0012466908
1585,0.00393815
1586,0.25343448
1587,0.3383503
1588,0.63157886
1589,0.0026394778
1590,0.0014843357
1591,0.028171409
1592,0.0016313432
1593,0.007875913
1594,0.6092167
1595,0.09262063
1596,0.010173604
1597,0.008468246
1598,0.0034129426
1599,0.0074478337
1600,0.006593509
1601,0.0016025986
1602,0.0030997824
1603,0.035120618
1604,0.010950453
1605,0.01647115
1606,0.008471862
1607,0.008118805
1608,0.0746708
1609,0.0037918773
1610,0.0061903023
1611,0.068196304
1612,0.041189596
1613,0.003168555
1614,0.0823288
1615,0.009877029
1616,0.96458614
1617,0.80710727
1618,0.0067996113
1619,0.07497662
